age,annual_income,employment_years,loan_amount,loan_term,credit_history_years,credit_accounts,late_payments,debt_to_income,credit_utilization,savings_balance,existing_loans,education_level,employment_type,home_ownership,default_risk
59,189605.37,3.8,499898.87,48,2.6,5,0,0.2666,0.1554,268383.4,1,Graduate,Salaried,Rent,1
47,494166.77,10.9,501609.35,12,8.4,2,1,0.0444,0.4116,121437.47,1,Graduate,Salaried,Rent,0
56,1122093.1,4.1,590254.86,36,3.0,4,3,0.2646,0.282,64644.21,3,Graduate,Salaried,Rent,0
49,877583.24,11.7,647015.78,12,8.1,6,1,0.2873,0.0709,364683.38,2,Graduate,Salaried,Rent,0
58,409541.35,3.5,401838.27,60,7.6,2,2,0.4469,0.305,234696.63,3,High School,Salaried,Own,1
53,476308.49,7.3,248857.3,48,7.6,3,2,0.5192,0.5315,390854.39,1,Postgraduate,Self-employed,Own,0
57,518573.93,4.2,203788.49,48,4.4,6,1,0.2361,0.1608,259814.29,1,Postgraduate,Contract,Mortgage,1
47,451456.85,9.0,871960.17,48,15.1,8,0,0.4137,0.4902,762747.37,0,Graduate,Contract,Rent,1
53,212863.63,1.5,742416.48,48,8.4,7,1,0.402,0.6323,151389.04,3,Graduate,Self-employed,Mortgage,1
24,989250.38,9.0,686313.57,60,5.9,2,2,0.1523,0.5237,186062.65,2,Postgraduate,Self-employed,Rent,1
42,1297708.56,6.5,762444.62,48,8.1,3,1,0.0999,0.6121,338774.07,2,Graduate,Salaried,Mortgage,0
22,281976.98,3.4,405141.42,60,3.9,3,0,0.2246,0.6375,359016.91,2,Postgraduate,Self-employed,Rent,1
30,1288316.33,5.3,299788.71,36,5.5,3,0,0.1802,0.3018,233839.18,1,Graduate,Salaried,Mortgage,0
25,614193.24,12.1,237931.49,24,16.6,9,1,0.3034,0.6369,50404.55,1,Graduate,Self-employed,Own,0
30,1275119.47,6.6,221665.63,36,3.9,8,1,0.372,0.454,43754.06,2,Graduate,Contract,Own,0
53,663709.86,3.2,989451.48,24,6.7,3,2,0.2137,0.1612,132184.33,4,Graduate,Contract,Rent,1
58,700309.16,1.2,326589.3,36,5.2,3,1,0.3036,0.5525,183168.94,0,High School,Salaried,Own,0
33,797762.89,8.0,893285.27,36,2.8,5,0,0.1648,0.724,40389.46,2,Graduate,Self-employed,Rent,1
51,420917.09,6.8,398525.62,36,8.7,8,1,0.1252,0.3047,175758.25,1,Graduate,Contract,Own,0
56,1253936.58,8.8,289944.87,12,7.1,9,0,0.0844,0.6167,303052.65,0,Graduate,Salaried,Own,0
44,350798.86,0.2,220944.26,24,10.6,4,0,0.0476,0.7281,171673.96,1,High School,Self-employed,Mortgage,0
35,521044.61,1.3,307030.55,36,10.2,5,1,0.0825,0.5203,227934.45,3,Graduate,Salaried,Mortgage,0
49,867241.89,10.6,1131277.49,60,10.6,3,0,0.2179,0.4003,288072.13,1,Graduate,Contract,Rent,1
28,491231.24,7.3,222407.44,36,3.3,4,1,0.1719,0.2223,49995.97,1,Postgraduate,Salaried,Rent,0
25,996864.19,8.1,1781361.1,36,9.6,4,2,0.1845,0.5387,303390.97,4,Postgraduate,Salaried,Rent,1
49,1385337.07,2.1,260565.11,48,9.7,8,3,0.5464,0.2209,100096.01,1,Postgraduate,Self-employed,Mortgage,1
24,1134415.32,2.1,732684.41,36,2.9,3,3,0.4843,0.1501,148780.47,1,High School,Salaried,Mortgage,0
32,224103.71,10.0,409457.96,36,5.7,7,0,0.3318,0.7037,106068.32,1,Postgraduate,Salaried,Mortgage,1
22,696583.87,10.2,365360.25,36,1.2,3,2,0.238,0.349,424990.15,2,High School,Salaried,Mortgage,0
47,1144528.22,1.6,196925.22,24,9.7,3,3,0.1951,0.1882,70458.31,0,High School,Self-employed,Mortgage,1
51,315059.18,0.9,422121.06,60,9.7,4,2,0.4148,0.4424,543501.83,2,High School,Salaried,Mortgage,1
56,967734.9,5.6,211952.39,24,12.7,8,1,0.4178,0.074,1219771.75,2,Postgraduate,Self-employed,Own,0
56,938305.69,2.8,150840.42,36,6.1,4,1,0.2568,0.3247,52042.51,1,High School,Self-employed,Mortgage,0
46,333726.88,2.7,486378.3,12,8.8,3,0,0.1596,0.2925,112630.68,1,High School,Salaried,Mortgage,0
47,1028442.01,1.0,297740.58,24,11.0,7,2,0.2571,0.4682,293804.63,0,High School,Self-employed,Rent,1
25,755180.01,4.1,1344898.9,48,4.0,1,0,0.1774,0.7994,81304.14,1,Graduate,Salaried,Rent,1
40,929533.03,1.4,862005.54,24,3.4,3,1,0.0812,0.4489,144814.99,1,Postgraduate,Salaried,Rent,0
31,382030.54,1.6,1356385.2,12,4.1,4,1,0.3824,0.5057,207194.64,1,Graduate,Salaried,Mortgage,1
30,705951.99,7.2,289071.39,36,5.6,4,2,0.2635,0.4759,101768.44,1,Graduate,Salaried,Own,0
60,254497.03,5.8,491635.27,12,3.5,2,0,0.0866,0.3669,192201.32,4,High School,Salaried,Rent,1
58,185791.89,7.9,81925.6,12,4.3,5,3,0.3447,0.2341,384500.8,0,High School,Salaried,Mortgage,1
26,702347.29,0.0,374681.39,48,10.5,6,1,0.0662,0.3026,169068.64,1,High School,Self-employed,Rent,0
28,1190705.24,6.0,479753.06,48,6.6,4,0,0.1208,0.2633,78416.42,5,Graduate,Salaried,Mortgage,0
43,747016.75,14.3,497392.19,60,8.2,2,0,0.386,0.2137,457083.53,3,Graduate,Contract,Mortgage,0
46,627709.22,4.5,437776.33,60,4.8,5,1,0.2343,0.3535,546855.5,1,Graduate,Salaried,Mortgage,1
32,586298.24,9.3,469906.04,48,4.5,6,4,0.3156,0.7453,241729.81,0,Postgraduate,Salaried,Rent,0
46,387052.91,9.3,77141.38,12,8.1,6,1,0.3276,0.4583,82065.93,1,Postgraduate,Salaried,Mortgage,0
33,575332.92,9.5,531547.08,48,7.5,1,0,0.4985,0.4212,89190.55,2,High School,Salaried,Rent,0
60,819667.54,6.7,616145.73,60,10.1,8,1,0.3186,0.3684,27064.13,0,High School,Self-employed,Own,0
38,511629.2,8.3,1073805.43,48,12.2,5,3,0.0413,0.3772,112084.7,2,Graduate,Salaried,Own,1
45,982200.18,8.8,571878.94,36,4.2,2,1,0.3631,0.1591,422175.21,1,High School,Salaried,Own,0
53,723976.28,8.5,413339.17,24,10.4,9,1,0.2877,0.2844,104144.8,2,Graduate,Salaried,Mortgage,0
60,773798.14,1.5,922843.65,60,2.7,4,1,0.3561,0.8102,83781.38,4,Graduate,Salaried,Own,1
32,1059695.5,0.0,97220.38,48,15.3,2,0,0.0831,0.452,407998.86,4,Postgraduate,Salaried,Mortgage,0
56,486509.72,0.0,321993.4,60,3.9,3,1,0.1678,0.7813,452134.91,1,Graduate,Salaried,Rent,0
24,934145.01,4.9,273546.36,24,9.8,8,1,0.3437,0.8011,117219.93,0,High School,Salaried,Own,1
25,525531.52,8.4,440014.82,24,2.7,5,1,0.1867,0.2577,270565.99,2,High School,Salaried,Own,1
57,783448.5,1.6,107780.55,24,6.4,5,0,0.588,0.5631,89905.15,1,High School,Salaried,Rent,0
28,455683.33,9.7,1061046.29,48,13.2,4,2,0.3592,0.258,136845.31,3,Graduate,Self-employed,Mortgage,0
48,393895.35,4.0,382554.51,24,3.7,3,0,0.1207,0.4627,41966.37,6,Graduate,Salaried,Own,1
51,683685.47,4.0,553612.75,12,15.8,6,1,0.1837,0.7348,240095.93,2,Postgraduate,Salaried,Own,0
29,230468.07,2.7,520222.64,60,7.0,3,1,0.2502,0.7343,165774.1,1,Graduate,Salaried,Mortgage,1
49,552263.49,0.0,1022356.99,12,10.9,5,1,0.2401,0.5026,105152.85,2,Graduate,Salaried,Own,0
34,268664.94,6.9,134152.87,60,8.6,7,1,0.1909,0.7088,167223.76,1,Graduate,Salaried,Rent,1
60,997798.23,12.9,484082.98,36,8.8,4,4,0.349,0.1445,151550.07,1,High School,Salaried,Own,1
42,1158096.73,5.7,947913.69,60,1.3,6,0,0.3977,0.8719,92866.22,0,Postgraduate,Salaried,Own,0
31,404155.29,0.0,422232.62,36,5.1,4,0,0.3213,0.6135,247595.77,1,High School,Salaried,Mortgage,1
43,822661.23,9.1,242480.79,60,11.8,5,1,0.2888,0.1624,141825.51,2,Graduate,Self-employed,Rent,0
21,1065817.09,0.0,303906.17,60,5.6,3,0,0.2001,0.495,161666.03,3,High School,Self-employed,Own,0
57,1067772.98,1.2,348568.68,12,7.6,9,1,0.074,0.2804,55948.28,1,Graduate,Salaried,Rent,0
41,731370.61,5.0,281621.81,12,0.8,5,0,0.0916,0.6878,162790.29,2,Postgraduate,Salaried,Rent,0
46,973443.65,6.5,407450.87,24,4.8,6,0,0.2474,0.4598,155943.36,3,High School,Self-employed,Own,0
56,454791.99,2.0,1199438.0,48,11.5,4,1,0.4211,0.014,92987.55,0,Graduate,Self-employed,Rent,1
43,680406.03,4.9,305197.92,60,1.9,5,2,0.418,0.3062,275390.98,1,High School,Contract,Mortgage,0
21,502736.15,8.9,327752.75,36,9.9,7,0,0.2419,0.3726,33338.4,1,Graduate,Salaried,Own,1
60,434149.51,9.4,606742.79,36,7.7,4,1,0.1583,0.5306,122388.22,1,Graduate,Salaried,Rent,0
35,663021.37,11.0,401663.37,24,6.1,6,1,0.5232,0.4917,230654.38,1,Graduate,Self-employed,Own,0
41,786910.15,13.6,189668.39,48,5.9,7,0,0.2517,0.2326,964648.85,4,Graduate,Self-employed,Rent,0
29,1232626.07,9.2,432453.63,60,5.0,5,2,0.1368,0.2097,60365.55,2,Postgraduate,Salaried,Mortgage,1
29,752053.83,5.1,421984.32,24,5.4,4,2,0.3828,0.5221,193225.68,2,Graduate,Self-employed,Rent,1
30,925222.41,9.4,848473.21,36,10.7,6,3,0.1769,0.5862,279018.78,0,Graduate,Salaried,Rent,1
46,931017.53,7.9,239211.6,12,5.3,3,0,0.2815,0.4017,189357.2,2,Graduate,Salaried,Own,0
55,2850119.68,8.0,852143.76,36,14.2,8,3,0.0684,0.9164,67160.28,4,Graduate,Salaried,Mortgage,1
45,240195.83,6.7,422275.34,36,8.2,5,1,0.1761,0.6103,122243.97,2,High School,Salaried,Mortgage,1
46,445237.9,2.4,219003.01,24,4.7,4,1,0.4111,0.8219,25524.48,1,Graduate,Self-employed,Rent,1
31,1462208.43,1.9,192201.0,36,10.9,3,3,0.1366,0.7081,180557.56,1,High School,Self-employed,Rent,0
58,535587.98,5.6,1582245.19,36,9.5,3,0,0.0916,0.161,57988.38,0,Graduate,Self-employed,Own,0
22,1058030.13,6.6,405573.52,36,0.5,3,1,0.3522,0.8643,259170.36,2,Graduate,Salaried,Mortgage,1
27,737656.01,3.3,827141.07,36,2.9,1,1,0.4503,0.8432,106721.11,0,High School,Salaried,Own,0
38,2069026.91,7.7,148260.37,12,6.5,6,2,0.2283,0.3869,98982.69,2,Graduate,Salaried,Own,0
47,352409.0,14.3,2499258.23,48,0.7,5,2,0.1428,0.5684,205654.39,0,Postgraduate,Salaried,Rent,1
54,1272784.97,0.0,804206.91,48,15.4,2,3,0.3127,0.7791,221663.86,2,Graduate,Self-employed,Rent,0
47,1701460.16,8.3,381157.03,36,10.3,4,1,0.1268,0.5402,361399.61,2,High School,Salaried,Own,0
37,372055.11,5.7,368794.57,12,6.9,10,0,0.1592,0.4846,146038.07,1,Postgraduate,Salaried,Rent,1
44,999795.74,7.8,725409.53,48,5.6,4,1,0.4644,0.2018,165394.19,2,Graduate,Salaried,Rent,1
45,382201.7,4.3,698835.71,60,4.6,6,3,0.397,0.2195,59376.44,2,High School,Salaried,Rent,1
27,660872.7,5.4,506686.07,24,0.5,8,2,0.4141,0.2835,573453.23,4,Graduate,Self-employed,Own,1
26,564448.42,6.5,453193.31,36,0.5,7,0,0.2298,0.5165,85234.35,1,Graduate,Salaried,Rent,0
44,173375.14,4.8,648032.72,24,14.6,5,2,0.4449,0.547,321444.41,3,Graduate,Self-employed,Own,1
53,820817.84,0.0,145058.96,36,13.3,5,3,0.1096,0.4802,323340.74,5,Graduate,Self-employed,Mortgage,0
49,703317.84,5.1,353512.56,24,4.7,7,1,0.2352,0.0265,247863.69,0,Graduate,Salaried,Rent,0
42,1466253.52,0.3,154282.61,36,10.6,4,1,0.2194,0.4985,148865.7,0,Graduate,Salaried,Own,0
46,909687.72,8.6,666628.29,48,9.0,3,2,0.0537,0.3359,134662.04,1,Graduate,Self-employed,Mortgage,0
48,2291492.25,0.0,290025.4,36,9.5,5,3,0.2773,0.4403,171005.51,2,Graduate,Salaried,Rent,1
41,689416.56,10.1,162020.33,36,1.3,1,2,0.1401,0.2965,39245.86,0,Postgraduate,Self-employed,Rent,0
27,613346.99,7.7,268616.94,36,0.5,6,2,0.4026,0.4605,176280.7,0,Graduate,Salaried,Rent,0
37,587323.75,7.7,495877.6,36,11.7,4,1,0.3103,0.2925,590847.3,0,Graduate,Salaried,Own,1
40,510401.96,0.0,393802.35,12,0.5,6,0,0.4359,0.2905,150246.26,0,High School,Contract,Own,1
40,193003.7,4.7,209913.56,12,6.4,5,0,0.4441,0.2295,175346.62,2,Graduate,Salaried,Rent,0
42,575860.43,10.6,148573.98,60,5.5,2,1,0.3737,0.2159,79333.69,0,Postgraduate,Salaried,Mortgage,0
48,208440.22,3.9,472153.38,12,5.2,10,2,0.1332,0.2404,208827.11,2,High School,Salaried,Mortgage,1
60,833464.16,1.7,308508.17,48,8.3,5,1,0.2637,0.6463,96600.27,2,High School,Salaried,Rent,1
27,328632.2,3.5,380503.4,60,4.3,3,0,0.1708,0.4802,355257.21,1,Graduate,Salaried,Mortgage,0
21,397458.06,5.7,405634.38,24,8.6,7,3,0.1426,0.447,448549.69,2,Graduate,Salaried,Rent,1
52,449797.17,2.6,595136.2,36,7.6,6,3,0.1111,0.3757,534127.27,1,Graduate,Salaried,Own,1
33,580713.83,10.9,780365.82,36,15.4,7,3,0.2425,0.7955,56719.76,2,High School,Contract,Rent,1
50,652460.04,5.7,494960.8,60,1.5,7,1,0.1612,0.4373,320898.62,0,High School,Salaried,Own,0
43,1180196.39,3.8,365383.29,60,7.1,6,1,0.315,0.2867,302036.78,1,Graduate,Salaried,Rent,0
39,473111.37,0.8,457301.94,48,8.7,3,0,0.3639,0.3756,129140.42,0,Graduate,Salaried,Own,1
52,846451.36,7.9,360951.48,12,6.0,3,1,0.0621,0.3803,467359.55,1,Graduate,Salaried,Rent,0
50,2918862.72,7.8,154715.49,48,1.7,5,0,0.233,0.2644,250764.24,1,Graduate,Salaried,Own,0
49,799922.82,2.8,915081.01,36,12.0,5,1,0.0884,0.629,539935.41,0,Graduate,Salaried,Rent,0
49,588574.19,0.0,809553.49,36,8.3,9,3,0.4285,0.6558,65291.42,1,High School,Contract,Rent,1
50,423451.49,7.6,1638710.09,12,1.9,4,2,0.4448,0.1345,101668.0,3,Graduate,Salaried,Rent,1
36,584110.4,5.3,1981426.13,24,8.8,3,2,0.1758,0.3833,194015.04,1,High School,Salaried,Rent,1
60,399235.38,7.3,209523.2,48,13.8,1,0,0.1336,0.8185,459909.29,1,High School,Self-employed,Mortgage,0
39,753505.37,13.8,361852.85,36,6.9,6,0,0.4273,0.6485,258991.8,1,Graduate,Salaried,Mortgage,0
38,688091.37,5.9,2302494.36,36,7.0,4,1,0.5249,0.8351,84291.96,0,High School,Self-employed,Mortgage,1
21,197898.01,3.9,438293.9,36,13.3,4,0,0.2475,0.6696,745481.78,1,Graduate,Salaried,Mortgage,1
34,643399.26,1.4,527413.39,60,3.1,2,1,0.1063,0.2778,142193.83,5,Graduate,Self-employed,Rent,1
22,1174799.57,4.8,167421.25,48,13.9,4,1,0.1278,0.3466,86477.93,0,Graduate,Self-employed,Rent,0
48,521892.09,6.6,496178.23,24,10.9,5,1,0.1645,0.7298,96822.45,2,Graduate,Contract,Own,1
50,453901.01,6.2,1579729.37,24,3.3,4,1,0.2293,0.4343,62001.86,2,Postgraduate,Salaried,Mortgage,1
58,304672.35,12.9,1038522.55,24,4.3,1,2,0.2624,0.1687,29818.06,2,Graduate,Self-employed,Own,1
24,233942.82,8.0,302704.65,60,4.9,2,3,0.3481,0.5239,163969.78,2,Graduate,Salaried,Own,1
21,1026812.33,5.5,347804.99,36,0.5,6,1,0.073,0.219,51897.68,0,Postgraduate,Self-employed,Rent,0
28,588254.27,3.2,215759.08,36,8.0,4,0,0.2375,0.5911,231340.58,1,Graduate,Salaried,Rent,0
49,993847.94,7.1,258783.43,36,3.5,2,3,0.078,0.4524,395591.84,0,Graduate,Salaried,Own,0
59,1508996.93,2.4,130009.8,36,8.2,9,1,0.0968,0.0517,243289.69,2,Graduate,Salaried,Own,0
23,1078858.25,6.7,425861.76,48,1.8,9,0,0.2891,0.4001,186447.0,1,Graduate,Salaried,Rent,0
52,482348.84,7.9,1200891.56,36,10.7,2,0,0.2044,0.0755,52471.61,4,Postgraduate,Salaried,Mortgage,0
30,703909.35,5.1,566954.09,24,10.0,6,1,0.1985,0.5931,354176.84,2,High School,Self-employed,Mortgage,1
30,463518.96,3.5,1093679.44,24,4.2,3,2,0.2705,0.4703,854236.41,2,Postgraduate,Salaried,Mortgage,1
39,440281.24,0.0,904027.42,36,8.4,8,0,0.3193,0.3302,555335.32,1,Graduate,Self-employed,Mortgage,1
54,784872.04,10.6,315393.9,60,7.3,2,3,0.1636,0.3753,62086.5,2,Postgraduate,Salaried,Rent,1
53,411253.88,7.6,274669.42,36,12.9,4,1,0.1775,0.5026,169115.67,2,High School,Salaried,Mortgage,0
43,192855.07,7.7,281597.18,60,2.9,8,3,0.3275,0.6115,143562.84,2,Postgraduate,Salaried,Own,1
48,398812.36,0.0,147401.08,48,6.4,7,1,0.2753,0.4211,130912.29,2,High School,Salaried,Mortgage,0
52,549049.02,11.5,459556.66,24,4.4,3,0,0.543,0.1925,183941.78,0,Graduate,Salaried,Rent,1
27,1500781.93,4.1,68125.1,12,7.2,4,2,0.1949,0.5167,1017417.29,2,Graduate,Contract,Own,0
49,496188.93,4.8,660943.04,24,9.1,5,0,0.4237,0.3367,196142.75,0,Graduate,Salaried,Rent,0
28,861375.57,1.7,471524.09,48,4.4,4,1,0.3605,0.2849,126151.35,0,Graduate,Self-employed,Rent,0
21,592530.79,0.0,611358.48,24,5.5,5,0,0.2969,0.4639,228441.36,1,High School,Salaried,Mortgage,1
23,1276012.41,10.6,894538.7,36,10.9,3,0,0.3548,0.7056,62948.14,2,Graduate,Contract,Mortgage,0
44,1228286.48,11.1,512071.4,36,12.4,5,2,0.4742,0.2892,101503.79,1,High School,Salaried,Own,0
43,1241243.12,5.3,1299544.65,48,9.0,4,1,0.0808,0.5053,396209.26,2,Graduate,Contract,Own,0
28,250455.54,3.3,674190.26,24,6.4,7,1,0.0269,0.7094,209271.47,2,Graduate,Salaried,Mortgage,1
57,728269.08,4.5,275094.63,36,6.1,8,3,0.12,0.5707,967137.74,1,High School,Salaried,Rent,0
23,986722.25,4.6,385574.88,36,9.2,4,1,0.1366,0.6056,222984.26,2,Graduate,Salaried,Mortgage,0
53,801767.43,1.2,103483.11,36,7.9,5,1,0.3823,0.0589,66439.86,1,Graduate,Salaried,Own,0
48,922511.96,4.8,250340.95,48,0.5,3,0,0.299,0.8776,50648.48,1,Graduate,Salaried,Own,0
28,671198.83,6.6,351285.72,24,9.3,3,2,0.3319,0.6814,401125.03,1,Postgraduate,Salaried,Mortgage,0
54,431531.73,10.1,641831.26,48,3.6,5,3,0.2117,0.2373,78236.44,0,Graduate,Self-employed,Own,1
55,255588.52,6.1,276307.1,48,1.3,2,1,0.1789,0.6811,72824.91,0,High School,Salaried,Own,1
52,455733.94,0.0,200171.8,36,0.5,5,4,0.2457,0.6604,119219.85,0,High School,Salaried,Mortgage,1
44,2835384.39,7.4,131940.6,48,6.1,4,0,0.1534,0.6763,399399.96,0,Graduate,Salaried,Mortgage,0
34,497633.68,5.0,305385.89,36,2.9,12,0,0.3344,0.1694,134125.74,3,Graduate,Self-employed,Mortgage,0
52,221253.2,11.5,1599267.92,24,0.5,4,1,0.3273,0.8499,91805.08,0,High School,Salaried,Own,1
36,972557.8,11.7,536714.96,48,5.6,5,1,0.1995,0.1164,474870.67,1,High School,Salaried,Rent,1
24,1040519.48,11.9,828796.13,36,5.0,11,3,0.1924,0.5559,414269.52,3,Graduate,Salaried,Rent,1
57,1319490.26,3.8,250688.8,48,6.4,6,0,0.0988,0.2678,683078.49,1,Graduate,Salaried,Rent,0
41,842194.13,14.0,161823.34,36,4.5,4,2,0.2078,0.1765,530606.82,3,High School,Salaried,Own,0
34,1034892.87,7.4,203475.83,60,14.3,4,0,0.4149,0.1249,419930.69,2,Graduate,Contract,Rent,1
51,1788427.08,12.5,422467.43,36,9.1,4,0,0.4161,0.3665,98688.01,1,Postgraduate,Salaried,Own,0
38,431368.17,4.0,123108.22,12,5.0,4,3,0.198,0.299,304959.74,1,Postgraduate,Salaried,Mortgage,0
27,386779.39,4.8,233916.41,36,6.7,4,2,0.0438,0.1342,475641.81,0,Postgraduate,Self-employed,Mortgage,0
30,356006.78,7.1,307388.72,48,12.7,2,4,0.3072,0.4004,794406.62,1,Postgraduate,Salaried,Rent,1
27,561605.19,6.6,190689.44,48,10.8,5,2,0.1501,0.628,206408.36,0,High School,Self-employed,Rent,0
53,1429892.71,11.0,113165.76,36,1.4,7,1,0.3918,0.3731,121436.22,3,High School,Contract,Mortgage,0
43,869058.09,5.1,543224.4,60,3.1,4,2,0.2829,0.6999,88734.74,3,Graduate,Contract,Own,1
41,850439.21,10.7,463619.43,24,3.9,5,2,0.476,0.2742,394059.19,0,Graduate,Salaried,Mortgage,1
39,238973.58,8.9,746665.28,36,5.2,4,2,0.3285,0.6732,105590.91,0,Postgraduate,Salaried,Mortgage,1
39,443953.4,5.1,218649.69,60,4.6,5,1,0.2568,0.6226,196124.87,2,High School,Contract,Own,0
56,236834.28,8.6,737449.32,60,7.1,5,1,0.109,0.7284,89009.61,1,Graduate,Salaried,Own,1
49,1237882.51,4.1,1215967.47,48,9.9,7,2,0.187,0.2248,158510.29,2,Graduate,Salaried,Own,1
38,1554762.27,15.4,533621.7,60,10.6,4,1,0.3363,0.1452,255735.95,0,Graduate,Salaried,Own,1
22,997980.83,0.0,302714.16,12,5.7,7,4,0.3299,0.1903,223264.53,1,Graduate,Salaried,Own,1
21,377752.81,8.7,494501.41,60,0.5,4,2,0.2163,0.2848,324834.55,4,High School,Contract,Mortgage,1
25,1468629.21,0.0,293443.69,36,2.8,1,2,0.1607,0.0416,59960.31,2,Postgraduate,Self-employed,Mortgage,0
40,565484.09,5.1,263344.56,24,4.9,7,1,0.4935,0.1943,163976.34,2,Graduate,Salaried,Rent,0
31,333292.26,5.7,701602.38,24,2.0,5,1,0.0605,0.4113,123568.6,0,Graduate,Self-employed,Mortgage,1
22,382431.68,12.0,411111.67,36,11.6,8,1,0.0896,0.161,82029.2,1,High School,Salaried,Own,0
23,513056.62,3.2,984919.35,24,2.3,5,1,0.2139,0.7378,98824.53,0,Graduate,Contract,Mortgage,0
43,667968.19,11.2,337536.16,36,9.5,8,3,0.589,0.7623,88031.21,4,High School,Salaried,Rent,1
32,594804.66,1.3,360497.17,24,0.5,2,0,0.3682,0.6056,238150.19,3,High School,Salaried,Rent,1
40,298868.82,11.4,311380.44,36,9.6,3,2,0.3565,0.4787,247910.54,3,High School,Salaried,Rent,1
25,1266859.63,4.1,217267.29,36,6.4,2,0,0.3742,0.2403,362656.54,1,High School,Salaried,Rent,0
57,598328.01,6.3,764042.77,36,13.1,5,0,0.6297,0.8696,234020.13,2,Graduate,Salaried,Rent,0
58,438959.76,4.7,1863031.29,36,2.5,8,0,0.3229,0.2034,204383.88,1,Graduate,Salaried,Mortgage,1
50,1197077.76,11.1,351004.79,48,4.7,3,0,0.0986,0.3478,191726.48,1,Postgraduate,Contract,Own,0
29,339033.51,10.4,289144.11,60,5.5,3,3,0.4378,0.2379,309043.84,2,High School,Contract,Mortgage,0
54,265358.77,7.8,277213.32,48,6.4,10,3,0.0867,0.6734,33363.83,0,High School,Self-employed,Own,1
55,1308766.62,1.4,289287.49,36,5.6,5,2,0.0724,0.3671,171683.39,4,Postgraduate,Contract,Rent,0
42,1839475.36,3.1,1315019.77,48,5.7,4,3,0.316,0.2303,231995.65,6,High School,Contract,Own,0
44,504122.63,1.9,282092.56,24,5.6,10,1,0.0969,0.8461,753449.06,2,High School,Self-employed,Mortgage,0
37,633771.74,0.0,307607.36,24,0.5,3,1,0.1405,0.4876,73972.73,2,High School,Salaried,Own,0
30,345954.33,11.0,200942.2,36,11.0,4,2,0.5205,0.1602,71913.87,0,Postgraduate,Contract,Rent,1
50,651966.56,4.7,544636.87,48,18.4,4,1,0.3625,0.5109,29258.92,0,Postgraduate,Salaried,Mortgage,1
43,500363.32,4.6,430758.83,24,8.2,3,0,0.0529,0.2717,59165.13,2,Graduate,Salaried,Rent,0
52,614495.57,12.0,214880.35,12,2.5,3,1,0.1362,0.75,159479.15,2,Graduate,Salaried,Own,0
37,814084.75,4.1,251868.81,24,2.9,7,1,0.2441,0.5699,100859.69,0,Graduate,Salaried,Own,0
37,355310.6,2.6,1218839.28,60,9.5,2,0,0.1344,0.5409,99151.76,2,Postgraduate,Contract,Rent,0
34,532709.44,5.1,459669.44,48,8.5,11,2,0.3071,0.5289,183332.24,3,High School,Self-employed,Rent,0
29,241023.05,1.5,480747.94,24,5.9,5,3,0.2638,0.2017,286804.76,0,Postgraduate,Contract,Mortgage,1
60,534712.57,7.4,481989.62,36,10.0,5,2,0.2526,0.3124,181809.76,1,High School,Self-employed,Mortgage,0
22,617441.07,4.5,1114046.42,36,0.5,5,5,0.3177,0.2741,183885.92,1,Graduate,Salaried,Own,1
45,737239.42,4.0,228116.91,48,10.0,2,3,0.1521,0.3162,248599.76,1,High School,Self-employed,Rent,0
59,741547.68,3.6,347787.09,24,8.0,7,2,0.1771,0.6013,41545.52,4,Graduate,Salaried,Rent,1
29,1068626.95,5.6,403194.95,60,3.0,4,5,0.2982,0.4572,199567.5,2,Graduate,Salaried,Rent,1
42,278705.53,6.3,147007.45,36,1.3,3,1,0.6357,0.2035,169526.75,2,Graduate,Self-employed,Own,0
24,287010.84,3.9,248081.07,48,7.5,3,1,0.4148,0.4538,178980.48,1,Graduate,Salaried,Rent,1
46,869483.39,4.6,888545.82,12,12.6,3,0,0.2945,0.2031,112810.46,2,Graduate,Self-employed,Rent,0
49,211779.08,5.7,737588.7,36,6.1,7,1,0.1625,0.6274,152715.79,2,Graduate,Salaried,Own,1
54,718946.88,5.3,827443.69,36,3.6,11,2,0.37,0.7262,248408.36,1,High School,Self-employed,Mortgage,1
43,339614.53,6.1,306843.84,36,7.8,4,0,0.141,0.215,652098.14,3,Graduate,Salaried,Mortgage,1
57,1543828.14,3.3,332468.69,12,14.3,5,3,0.0917,0.4081,46518.97,1,High School,Salaried,Own,0
31,745996.71,10.0,140752.78,48,8.7,4,2,0.0693,0.6143,284400.64,1,Graduate,Salaried,Own,0
26,576189.47,6.4,824687.92,24,9.2,5,0,0.2862,0.5469,476871.79,0,Graduate,Salaried,Own,1
38,1276936.14,4.0,917884.49,48,11.9,3,1,0.5587,0.4113,65138.07,0,Graduate,Salaried,Own,1
41,362165.49,7.4,910320.02,48,8.9,10,0,0.2284,0.5897,155933.06,2,Graduate,Salaried,Own,0
56,402058.28,5.7,1276537.86,36,3.9,7,3,0.1965,0.0768,224433.01,0,Graduate,Self-employed,Own,1
58,324787.85,0.0,592066.03,48,0.5,4,1,0.3128,0.2499,897949.71,4,Graduate,Salaried,Own,1
54,403913.52,7.4,1237960.78,48,3.3,5,2,0.1507,0.4804,1024150.73,3,Graduate,Salaried,Own,1
37,672220.19,1.9,395021.06,36,2.6,3,0,0.0728,0.1226,65130.58,2,Postgraduate,Salaried,Mortgage,0
